#Stage_Name	Stage_Family	Stage_Manufacturer	Stage_Alt_Name	Length	Length_Flag	Diameter	Diameter_Flag	Launch_Mass	Launch_Mass_Flag	Dry_Mass	Dry_Mass_Flag	Thrust	Thrust_Flag	ThrustSL	ThrustSL_Flag	Duration	Engine	NEng	Class
# Updated 2026 Sep 18 0729:50
Stonechat I	Stonechat           	RORD	-	  4.5	 	 0.92	 	   4.8	 	     750	?	     232.0	 	-	 	  32.3 	Stonechat I	 1	L
Stonechat II	Stonechat           	RORD	-	  4.5	 	 0.92	 	   5.1	 	     750	?	     242.0	 	-	 	  32.8 	Stonechat II	 1	L
Black Knight	BlackKnight         	SROE	-	  9.0	 	 0.91	 	   5.4	 	     540	 	      75.0	 	-	 	 140.0 	Gamma 201	 1	R
Black Knight 301	BlackKnight         	SROE	-	  9.0	 	 0.91	 	   5.4	 	     540	?	      75.0	 	-	 	 140.0 	Gamma 301	 1	R
TX-238	TX-238              	THKXM	-	  4.7	 	 0.91	 	   3.5	 	     417	 	-	 	-	 	-	TX-238	 1	S
Skybolt St1	Skybolt             	DAC	Skybolt	  3.8	 	 0.91	 	   2.5	 	-	 	     164.0	 	-	 	  40.7 	Skybolt	 1	A
Skybolt St2	Skybolt.St2         	DAC	-	  2.4	 	 0.91	 	   1.2	 	-	 	      81.8	 	-	 	  41.3 	Skybolt St2	 1	S
Astra Stage 2	Astra2              	ASTRV	-	  2.2	 	 0.91	 	   1.0	 	-	 	       3.3	 	-	 	-	Aether	 1	O
Astra 3.3 Stage 2	Astra2              	ASTRV	-	  2.2	 	 0.91	 	   1.0	 	-	 	       3.3	 	-	 	-	Aether	 1	O
Cluster Stage 2	Cluster             	JPL	11xBaby Sergeant	  1.2	 	 0.89	 	   0.5	 	     223	 	      80.0	 	-	 	   6.0 	RTV	11	S
IRCPS FSM	IRCPS	LM	-	  3.9	 	 0.88	 	   3.0	?	-	 	-	 	-	 	-	IRCPS FSM	 1	M
IRCPS SSM	IRCPS	LM	-	  1.5	 	 0.88	 	   1.5	?	-	 	-	 	-	 	-	IRCPS SSM	 1	M
OS-X0	DF-11               	LYK/SANJ	-	  7.4	 	 0.88	 	   5.4	 	    1645	 	      93.2	 	-	 	-	DF-11	 1	M
OS-M1 Stage 2	DF-11               	LYK/SANJ	-	  7.4	 	 0.88	 	   5.4	 	    1645	 	      93.2	 	-	 	-	DF-11	 1	M
OS-X6B	DF-11               	LYK	-	  8.0	?	 0.75	?	-	 	-	 	-	 	-	 	-	DF-11	 1	B
DF-11	DF-11               	SANJ	-	  7.4	 	 0.88	 	   5.4	 	    1645	 	      93.2	 	-	 	-	DF-11	 1	M
DF-11M	DF-11               	SANJ	-	  9.4	 	 0.88	 	   5.4	 	    1645	 	      93.2	 	-	 	-	DF-11	 1	M
Ghaznavi	DF-11               	PKPMO	-	  9.4	 	 0.88	 	   5.4	 	    1645	 	      93.2	 	-	 	-	DF-11	 1	M
R-17	R-11                	MAK	Scud B	  7.4	 	 0.88	 	   5.4	 	    1645	 	      93.2	 	-	 	-	S5.2	 1	M
Scud	R-11                	MAK	-	  8.0	?	 0.88	 	   6.3	 	    1600	?	-	 	-	 	-	S5.2	 1	M
Scud B	R-11                	MAK	-	  8.6	 	 0.88	 	   5.6	 	    1600	?	-	 	-	 	-	S5.2	 1	M
Al Hussein	R-11                	MAK	-	  9.5	 	 0.88	 	   5.9	 	    1600	?	-	 	-	 	-	S5.2	 1	M
Short Al Hussein	R-11                	MAK	-	  9.0	 	 0.88	 	   5.9	 	    1600	?	-	 	-	 	-	S5.2	 1	M
Al Abbas	R-11                	MAK	-	 10.9	 	 0.88	 	   7.6	 	    1600	?	-	 	-	 	-	S5.2	 1	M
Abid St2	R-11                	IQ	-	  8.0	?	 0.88	?	   6.0	?	    1600	?	-	 	-	 	-	S5.2	 1	S
Taepo Dong 1 Stage 2	R-11                	KPA	-	 12.0	?	 0.88	?	   7.5	 	    1500	?	     140.0	 	-	 	 176.0 	Nodong	 1	S
R-11	R-11                	OKB1	-	  7.4	 	 0.88	 	   4.6	 	     955	 	      93.0	 	-	 	-	S2.253	 1	M
R-11FM	R-11                	OKB1	-	  7.4	 	 0.88	 	   4.5	 	    1080	 	      93.0	 	-	 	  63.0 	S2.253A	 1	M
Hwasong 5	R-11                	KPA	-	 10.0	?	 0.88	 	   5.0	?	-	 	      93.0	?	-	 	-	S2.253	 1	M
Hwasong 6	R-11                	KPA	-	 10.0	?	 0.88	 	   5.0	?	-	 	      93.0	?	-	 	-	S2.253	 1	M
Hwasong 7	R-11                	KPA	-	 10.0	?	 0.88	 	   5.0	?	-	 	      93.0	?	-	 	-	S2.253	 1	M
Hwasong ER	R-11                	KPA	-	 12.0	?	 0.88	 	   5.0	?	-	 	      93.0	?	-	 	-	S2.253	 1	M
Wasserfall	Hermes              	WEHR	-	  7.8	 	 0.88	 	   3.5	 	    1700	 	      80.0	 	-	 	  40.0 	Wasserfall	 1	A
CHGB LV St 1	CHGB	NGISP	-	  5.0	 	 0.88	 	   3.0	 	-	 	-	 	-	 	-	CHGB FSRM	 1	M
CHGB LV St 2	CHGB	NGISP	-	  5.0	 	 0.88	 	   3.0	 	-	 	-	 	-	 	-	CHGB SSRM	 1	M
Hermes A-1	Hermes              	GEMTS	-	  7.8	 	 0.86	 	   5.0	?	-	 	      71.0	 	-	 	-	Hermes A-1	 1	A
M-30	M-30                	NISST	-	  4.0	 	 0.86	 	   2.8	 	     773	 	     128.0	 	-	 	  42.0 	M-30	 1	S
Trident C-4 Stage 3	Trident.St3         	UTC	-	  3.3	 	 0.86	?	   1.9	 	     150	?	-	 	-	 	  40.0 	Trident St 3	 1	S
Trident D-5 Stage 3	Trident.St3         	UTC	-	  3.3	 	 0.86	 	   2.2	 	     159	 	-	 	-	 	  40.0 	Trident St 3	 1	S
X-271	X-271               	ABL?	Sprint X271	  5.0	?	 0.82	?	-	 	-	 	-	 	-	 	-	X-271	 1	S
Viking	Viking              	MARTB	-	 14.9	 	 0.81	 	   4.5	 	     800	?	      93.0	 	-	 	  70.0 	NRL Viking	 1	R
AJ10	Able                	AJGC	Able	  5.0	 	 0.81	 	   1.9	 	     429	 	      33.0	 	-	 	 122.0 	AJ10	 1	S
AJ10-11B	Able                	AJGC	AJ10	  5.7	 	 0.81	 	   1.9	 	     429	 	      34.7	 	-	 	 122.0 	AJ10-11B	 1	S
AJ10-40	Able                	AJGC	Able	  5.8	 	 0.81	 	   1.9	 	     429	 	      34.5	 	-	 	 110.0 	AJ10-40	 1	S
AJ10-41	Able                	AJGC	Able	  5.8	 	 0.81	 	   1.9	 	     429	 	      34.5	 	-	 	 110.0 	AJ10-41	 1	S
AJ10-42	Able                	AJGC	Able II	  5.8	 	 0.81	 	   1.9	 	     429	 	      34.5	 	-	 	 110.0 	AJ10-42	 1	S
AJ10-101A	Able                	AJGC	Able I	  5.8	 	 0.81	 	   1.9	 	     385	 	      34.7	 	-	 	 110.0 	AJ10-101A	 1	S
AJ10-118	Able                	AJGC	Delta	  6.0	 	 0.81	 	   2.2	 	     694	 	      33.7	 	-	 	 115.0 	AJ10-118	 1	U
AJ10-118A	Able                	AJGC	Delta	  6.0	 	 0.81	 	   2.7	 	     600	?	      33.7	 	-	 	 170.0 	AJ10-118A	 1	U
AJ10-118D	Able                	AJGC	Delta	  5.8	 	 0.81	 	   2.7	 	     545	 	      33.7	 	-	 	 170.0 	AJ10-118D	 1	U
P068	P068                	SEP	P0.68	  1.7	 	 0.80	 	   0.8	 	      62	 	      52.5	 	-	 	  46.5 	P068	 1	U
Agate	Agate               	SEREB	VE110   Agate	  4.5	?	 0.80	 	   2.0	 	     100	?	     190.0	 	-	 	  18.0 	NA 801	 1	R
MD-620	Agate               	DASST	-	  4.1	 	 0.80	 	   2.0	 	-	 	-	 	-	 	-	NA 804	 1	M
Topaze VE111C	Agate               	SEREB	-	  2.9	 	 0.80	 	   1.5	 	-	 	     120.0	 	-	 	  39.0 	NA 802 Soleil C	 1	S
Topaze VE111L	Agate               	SEREB	-	  3.0	 	 0.80	 	   2.2	 	-	 	     156.0	 	-	 	  44.0 	NA 803 Soleil	 1	S
Topaze	Agate               	SEREB	-	  4.6	 	 0.80	 	   2.2	 	-	 	     156.0	 	-	 	  44.0 	NA 803 Soleil	 1	S
NA-805	Agate               	DASST	-	  5.0	 	 0.80	 	   4.1	 	-	 	-	 	-	 	-	NA 805	 1	M
Jericho-1	Arrow2              	IAI	-	  4.5	?	 0.80	?	   2.0	?	-	 	-	 	-	 	-	NA 804	 1	M
IAI Arrow	Arrow2              	IAI	Arrow	  5.0	?	 0.80	?	   1.5	?	-	 	-	 	-	 	-	IAI-Arrow-2	 1	A
Arrow 3	Arrow3              	IAI	-	  6.5	?	 0.70	?	   1.0	?	-	 	-	 	-	 	-	IAI-Arrow-3	 1	A
Arrow 3 Stage 2	Arrow3              	IAI	-	  3.5	?	 0.70	?	   0.5	?	-	 	-	 	-	 	-	IAI-Arrow-3	 1	A
SLV-3-2	ASLV.St2            	VSSC	-	  6.4	 	 0.80	 	   4.9	 	    1750	 	     200.0	 	-	 	  42.0 	SLV-3-2	 1	S
SLV-3-2/D4	ASLV.St2            	VSSC	-	  6.4	 	 0.80	 	   4.9	 	    1750	 	     200.0	 	-	 	  42.0 	SLV-3-2/D4	 1	S
SLV-3-3	ASLV.St3            	VSSC	-	  2.4	 	 0.80	 	   1.5	 	     440	 	      60.0	 	-	 	  46.0 	SLV-3-3	 1	S
SLV-3-3/D4	ASLV.St3            	VSSC	-	  2.4	 	 0.80	 	   1.5	 	     440	 	      60.0	 	-	 	  46.0 	SLV-3-3/D4	 1	S
AS-2	ASLV.St2            	VSSC	St 2	  6.4	 	 0.80	 	   4.4	 	     800	 	     304.0	 	-	 	  36.0 	ASLV AS-2	 1	S
AS-3	ASLV.St3            	VSSC	St 3	  2.4	 	 0.80	 	   1.7	 	     650	 	      90.7	 	-	 	  45.0 	ASLV AS-3	 1	S
KM-M	M-40                	NISST	-	  1.3	 	 0.80	 	   0.6	 	      45	 	      32.0	 	-	 	  63.0 	KM-M	 1	U
M-40	M-40                	NISST	-	  1.8	 	 0.79	 	   0.4	 	      73	 	      26.5	 	-	 	  40.0 	M-40	 1	U
KM-P	M-40                	NISST	-	  1.2	 	 0.79	 	   0.5	 	      42	 	      31.3	 	-	 	  44.0 	KM-P	 1	U
HIBEX	HIBEX               	BOKT?	-	  3.1	 	 0.79	 	   6.0	?	-	 	-	 	-	 	-	HIBEX	 1	B
HIBEX-U	HIBEX               	BOKT?	-	  3.1	 	 0.79	 	   6.0	?	-	 	-	 	-	 	-	HIBEX-U	 1	B
Polaris TV	Polaris             	LMSC	-  [0.78m?]	  6.0	?	 0.79	?	   8.3	?	    1450	?	     285.0	 	-	 	  23.0 	TX-33	 1	L
TX-30	Sergeant            	THKX	-	  5.4	 	 0.79	 	   2.0	?	-	 	      44.5	 	-	 	  29.0 	TX-30	 1	A
Sergeant	Sergeant            	THKX	-	  4.4	 	 0.79	 	   3.2	 	-	 	     220.0	 	-	 	  23.8 	TX-30	 1	R
Aerojet Jr	Sergeant            	AJ	-	  5.7	 	 0.79	 	   4.0	 	-	 	     254.0	 	-	 	  28.0 	Aerojet Jr	 1	R
TX-20 Sergeant	Sergeant            	THKX	-	  6.1	 	 0.79	 	   4.0	 	-	 	     213.0	 	-	 	  24.0 	TX-20	 1	R
RV-A-10	Sergeant            	GEMTS	-	  4.0	 	 0.79	 	   3.5	 	     800	 	     140.0	 	-	 	  30.0 	RV-A-10	 1	L
Pollux	Sergeant            	THKX	-	  5.7	 	 0.79	 	   4.2	?	-	 	-	 	-	 	  38.0 	Pollux	 1	R
Castor	Sergeant            	THKX	-	  6.0	 	 0.79	 	   4.2	 	     783	 	     235.0	 	-	 	  38.0 	TX-33	 1	R
Castor 1	Sergeant            	THKX	-	  6.0	 	 0.79	 	   4.2	 	     783	 	     235.0	 	-	 	  38.0 	TX-33	 1	R
Castor 2	Sergeant            	THKX	-	  6.0	 	 0.79	 	   4.0	 	     565	 	     259.0	 	-	 	  37.0 	TX-354-4	 1	S
Castor 2A	Sergeant            	THKX	-	  6.0	 	 0.79	 	   4.0	 	     565	 	     259.0	 	-	 	  37.0 	TX-354-3	 1	S
Xaero	Xaero               	MASTEN	-	  4.6	?	 0.77	?	   1.0	?	-	 	      13.2	 	-	 	-	Xaero	 1	M
Avanti	Avanti              	LPC	-	 13.5	 	 0.77	 	   6.0	 	-	 	     121.0	 	-	 	  89.0 	LPC-A92	 1	M
GF-01A	GF-02               	ARMT	-	  2.0	 	 0.77	 	   2.0	 	     200	 	      29.0	 	-	 	 140.0 	GF-02	 1	U
GF-02	GF-02               	ARMT	-	  3.9	 	 0.77	 	   2.0	 	     250	 	     118.0	 	-	 	  38.0 	GF-01A	 1	U
MX-774	MX-774              	CONV	-	  5.7	 	 0.76	 	   1.1	 	     500	 	      35.0	 	-	 	  75.0 	MX-774	 4	L
OTRAG	OTRAG               	OTR	-	  7.0	 	 0.76	 	-	 	-	 	     120.0	 	-	 	-	OTRAG	 4	L
Corporal E	Corporal            	DAC/JPL	Corporal	 13.7	 	 0.76	 	   4.5	 	-	 	      89.0	 	-	 	  63.0 	Corporal E	 1	L
Corporal Type 1	Corporal            	FIRES	Corporal	 13.7	 	 0.76	 	   5.2	 	-	 	      89.0	 	-	 	  63.0 	Corporal	 1	A
Ajax Cluster 1810	Ajax                	AJ	-	  6.0	 	 0.76	 	   1.2	?	-	 	      50.0	 	-	 	  71.0 	Ajax 1810	 4	S
Ajax Cluster	Ajax                	AJ	-	  6.0	 	 0.76	 	   1.2	?	-	 	      50.0	 	-	 	  71.0 	Ajax	 4	S
Talos	Talos               	ABL	-	  3.4	 	 0.76	 	   1.5	 	-	 	     516.0	 	-	 	   5.2 	Talos Mk 11 Mod 2	 1	B
Antares	Antares             	ABL	-	  3.3	 	 0.76	 	   1.2	 	     240	 	      60.0	 	-	 	  38.0 	X-254	 1	S
Antares 2	Antares             	ABL	Antares II X-259	  2.9	 	 0.76	 	   1.3	 	     107	 	      93.0	 	-	 	  36.0 	X-259	 1	S
Antares 2B	Antares             	ABL	-	  2.9	 	 0.76	 	   1.3	 	-	 	      93.0	?	-	 	  36.0 	X-259	 1	S
Antares 3	Antares             	THKE	-	  2.9	 	 0.76	 	   1.4	 	      95	 	      82.3	 	-	 	  45.0 	Star 31	 1	S
Al Samoud 2	Samoud              	IQMIC	-	  5.0	 	 0.76	 	   2.0	?	     505	 	      13.8	?	-	 	  52.0 	S2.711	 1	M
Shaurya	K-15                	DRDO	-	  5.6	?	 0.75	?	   5.0	?	-	 	-	 	-	 	-	Shourya	 1	S
Shaurya Booster	K-15                	DRDO	-	  2.2	?	 0.75	?	   3.0	?	-	 	-	 	-	 	-	Shourya Booster	 1	B
Qaem-100 St 2	Qaem-S2	IRGC	-	  3.0	 	 0.75	?	   4.0	?	-	 	-	 	-	 	-	Qaem-100 S2	 1	O
TX-239	TX-239              	THKXM	-	  1.1	 	 0.74	 	   0.4	 	-	 	-	 	-	 	-	TX-239	 1	S
27D6	Kontakt             	FAKEL	-	  6.0	?	 0.74	 	   3.0	?	-	 	-	 	-	 	-	27D6	 1	M
28D6	Kontakt             	FAKEL	-	  2.0	?	 0.74	 	   1.0	?	-	 	-	 	-	 	-	28D6	 1	M
29D6	Kontakt             	FAKEL	-	  1.0	?	 0.74	 	   0.5	?	-	 	-	 	-	 	-	29D6	 1	M
TKS VA SAS	TKSVA	OKB52	-	  5.3	 	 0.74	 	   3.0	?	-	 	-	 	-	 	-	TKS VA SAS	 1	M
SB-735	SB-735              	ISAS	M-3S SRB	  9.1	 	 0.74	 	   5.1	 	    1100	 	     328.0	 	-	 	  38.0 	SB-735	 1	S
ST-735	SB-735              	ISAS	-	  4.6	 	 0.74	 	   7.4	 	-	 	     250.0	 	-	 	  49.0 	ST-735-1	 1	R
ST-735 Stage 2	SB-735              	ISAS	-	  2.0	?	 0.74	 	   4.0	?	-	 	-	 	-	 	-	ST-735-2	 1	S
NAL-735	SB-735              	NASDA	-	  9.0	 	 0.74	 	   4.7	 	-	 	     250.0	 	-	 	  49.0 	NAL-735	 1	R
L735	Lambda              	ISAS	-	  8.4	 	 0.74	 	   5.0	 	    2945	 	     410.0	 	-	 	  28.8 	L735	 1	O
L735(1/3)	Lambda.St2          	ISAS	L735(1-3)	  3.9	 	 0.74	 	   2.5	 	-	 	     118.0	 	-	 	  38.4 	L735(1/3)	 1	S
Waxwing	Waxwing             	RORD	-	  1.5	 	 0.71	 	   0.3	 	      39	 	      28.8	 	-	 	  37.2 	Waxwing	 1	U
Pedro	Pedro               	THKX	-	  3.1	 	 0.71	 	   1.5	 	     250	 	     244.0	 	-	 	  11.3 	TX-261-3	 1	L
TX-261	Pedro               	THKX	-	  3.1	 	 0.71	 	   1.5	 	     250	 	     244.0	 	-	 	  11.3 	TX-261-3	 1	L
TX-261-2	Pedro               	THKX	-	  3.1	 	 0.71	 	   1.5	 	     250	 	     244.0	 	-	 	  11.3 	TX-261-2	 1	L
LRAShM St2	LRAShM.St2	DRDO	-	  8.0	 	 0.70	?	   4.0	?	-	 	-	 	-	 	-	LRAShM S2	 1	M
LEO-1	Orbus1              	AJSP	-	  1.2	 	 0.70	 	   0.7	 	      45	 	      50.0	 	-	 	  51.5 	LEO-1	 1	S
Orbus 1	Orbus1              	UTC	-	  1.2	 	 0.70	 	   0.5	 	      50	?	      88.0	 	-	 	-	Orbus 1	 1	S
Orbus 1A	Orbus1              	ATKE	-	  1.2	 	 0.70	 	   0.5	 	      50	?	      88.0	 	-	 	-	Orbus 1A	 1	S
Miura 1	Miura	PLDS	-	 12.7	 	 0.70	 	   2.5	 	-	 	      30.2	 	-	 	 122.0 	TEPREL-B	 1	S
Skylark L	SkylarkL	SKYR	-	 10.0	 	 0.70	 	   2.5	 	      50	?	      35.0	 	-	 	-	Skylark L	 1	S
SyLEx	Sylex	ARIG	-	 10.0	 	 0.70	 	   3.0	 	-	 	     325.0	 	-	 	-	SPARK	 1	S
KM Rockoon	KM-D                	NISST	-	  1.3	 	 0.70	 	   0.3	 	      50	?	-	 	-	 	-	KM-D	 1	S
Kestrel I Stage 2	Kestrel1.St2	TISPACE	-	  2.0	?	 0.70	?	   0.5	?	-	 	-	 	-	 	-	Lelien 1A	 1	S
SCOOTER	Scooter	HYPSA	-	  8.0	?	 0.70	?	   1.0	?	-	 	-	 	-	 	-	SCOOTER	 1	M
MX-775	Snark               	ABL	-	  5.1	 	 0.69	 	   1.2	 	       0	 	     580.0	 	-	 	   4.0 	N-25 Snark JATO	 2	B
Star 27	Star27              	ATKE	-	  1.2	 	 0.69	 	   0.4	 	      24	 	      26.7	 	-	 	  34.3 	Star 27	 1	U
Zolfaghar	Zulfiqar	IRGC	-	  9.0	 	 0.68	 	   4.1	 	-	 	-	 	-	 	-	Zolfaghar	 1	U
OIS	Star27              	FAIR	-	  1.2	 	 0.69	 	   0.4	 	      24	 	      26.7	 	-	 	  34.3 	Star 27	 1	U
Star 26	Star26              	ATKE	-	  0.8	 	 0.66	 	   0.3	 	      38	 	      33.0	 	-	 	  17.8 	Star 26	 1	U
Star 26B	Star26              	ATKE	-	  0.8	 	 0.66	 	   0.3	 	      23	 	      35.0	 	-	 	  17.8 	Star 26B	 1	U
Star 26C	Star26              	ATKE	-	  0.8	 	 0.66	 	   0.3	 	      29	 	      35.0	 	-	 	  16.8 	Star 26C	 1	U
ARRW	ARRW	LMPLM	-	  4.0	?	 0.66	 	   2.0	?	-	 	-	 	-	 	-	ARRW Booster	 1	M
AS-4	ASLV.St4            	VSSC	St 4	  1.4	 	 0.66	 	   0.5	 	     195	 	      35.0	 	-	 	  33.0 	AS-4	 1	U
SLV-3-4	ASLV.St4            	VSSC	-	  1.5	 	 0.66	 	   0.4	 	      98	 	      27.0	 	-	 	  33.0 	SLV-3-4	 1	U
Apollo LES	Apollo.LES          	NAAD	LES	 10.2	 	 0.66	 	   2.5	?	-	 	     690.0	 	-	 	   3.0 	LPC A-1	 1	L
P064	Rubis               	SUD	Rubis	  1.5	?	 0.65	 	   0.7	 	      89	 	      52.0	 	-	 	  45.0 	P064	 1	U
KT-1 St4	KT1-4              	HEXI	-	  1.2	 	 0.65	 	   2.0	?	-	 	-	 	-	 	-	SpaB-65	 1	U
KN-02	Tochka              	KBM	-	  6.4	 	 0.65	 	   2.0	 	-	 	-	 	-	 	-	KN-02 Motor	 1	M
Tochka	Tochka              	KBM	-	  6.4	 	 0.65	 	   2.0	 	-	 	-	 	-	 	-	9M79	 1	M
Tochka-U	Tochka              	KBM	-	  6.4	 	 0.65	 	   2.0	 	-	 	-	 	-	 	-	9M79-1	 1	M
V-750 Booster	V-750               	ISKRM	-	  2.4	 	 0.65	 	   0.3	?	-	 	-	 	-	 	   4.5 	PRD-18	 1	M
KM-D	KM-D                	NISST	-	  1.0	 	 0.63	 	   0.3	 	      24	 	      17.4	 	-	 	  38.0 	KM-D	 1	U
Cygnus 25	25SM                	PARD	-	  1.1	 	 0.64	 	   0.2	 	      19	 	      33.3	 	-	 	  16.5 	Cygnus 25	 1	S
SR75	SR75                	HYIMP	-	 10.0	 	 0.64	 	   1.0	?	-	 	      75.0	 	-	 	  72.0 	HyPLOX75	 1	R
NOTS 500	NOTS500             	NOTS	-	  2.5	?	 0.61	 	   0.9	 	-	 	-	 	-	 	  45.0 	NOTS 500	 1	R
Zelzal	Zelzal              	IR	Iran	  6.0	?	 0.61	 	   0.5	?	       0	 	       0.0	 	-	 	-	NP-110	 1	R
Zulfiqar	Zelzal              	IR	Iran	  6.0	?	 0.61	 	   0.5	?	       0	 	       0.0	 	-	 	-	NP-110	 1	R
Fateh-110	Zelzal              	IR	-	  9.0	?	 0.61	 	   1.0	?	-	 	-	 	-	 	-	NP-110	 1	M
Fateh-360	Zelzal              	IR	-	  9.0	?	 0.61	 	   1.0	?	-	 	-	 	-	 	-	Fateh-360	 1	M
ATACMS	ATACMS              	AJCA	-	  4.0	 	 0.61	 	   1.2	 	-	 	     180.0	 	-	 	-	M124	 1	R
Pathfinder Zombie	ATACMS              	AJCA	-	  4.0	 	 0.61	 	   1.2	 	-	 	     180.0	 	-	 	-	M124	 1	R
Sabre Zombie	ATACMS              	AJCA	-	  4.0	 	 0.61	 	   1.2	 	-	 	     180.0	 	-	 	-	M124	 1	R
K-BATS	ATACMS              	HANWHA	-	  4.0	 	 0.61	?	   1.2	?	-	 	-	 	-	 	-	K-BATS	 1	M
HYSR	HYSR                	LMMI	-	 15.0	?	 0.61	 	-	 	-	 	     270.0	 	-	 	-	HYSR	 1	R
SORS	SORS	DVST	-	  8.0	?	 0.60	?	-	 	-	 	-	 	-	 	-	SORS	 1	R
B-611	B-611	SANJ	-	  5.0	 	 0.60	 	   1.5	 	-	 	-	 	-	 	-	B-611	 1	R
B-611-TR	B-611	ROKSN	-	  5.0	 	 0.60	 	   1.5	 	-	 	-	 	-	 	-	B-611-TR	 1	R
SR 0.1	SR0.1	ROKSN	-	  5.0	 	 0.60	 	-	 	-	 	-	 	-	 	-	ROKETSAN-SR-0.1	 1	R
OS-M1 Stage 3	OS-M1-3             	LYK	-	  5.0	 	 0.60	?	   2.0	?	-	 	-	 	-	 	-	OS-M St 3	 1	M
LS-C	LS-C                	MHITO?	-	  4.0	?	 0.60	 	   1.0	?	-	 	-	 	-	 	-	LE-2	 1	R
LS-C-7	LS-C                	MHITO?	-	  4.0	?	 0.60	 	   1.0	?	-	 	-	 	-	 	-	LE-3 (T)	 1	R
LS-C Booster	LS-C                	MHITO?	-	  2.5	?	 0.60	 	   0.3	?	-	 	-	 	-	 	-	LS-C Booster	 1	B
KN-24	KN-24               	KP	-	  4.0	?	 0.60	?	   1.2	?	-	 	-	 	-	 	-	KN-ATACMS	 1	M
Seliger 1	Seliger             	DRG	-	  3.0	?	 0.60	 	   0.5	?	-	 	      49.0	 	-	 	-	Seliger 1	 1	R
Seliger 3	Seliger             	DRG	-	  6.0	?	 0.60	?	   1.0	?	-	 	      50.0	 	-	 	-	Seliger 3	 1	R
Alcyone	BE3                 	HERC	-	  0.6	 	 0.60	?	   0.1	 	      39	 	      34.0	 	-	 	   8.0 	BE-3B1	 1	U
Badr-1	Grad                	ANSAL	-	  5.0	 	 0.60	?	   1.0	?	-	 	-	 	-	 	-	Badr-1	 1	M
Grad	Grad                	ANSAL	-	  5.0	 	 0.60	?	   1.0	?	-	 	-	 	-	 	-	Badr-1	 1	M
BE-3	BE3                 	HERC	-	  0.6	 	 0.60	?	   0.1	 	      28	 	      34.0	?	-	 	   9.0 	BE-3	 1	U
BE-3A4	BE3                 	HERC	-	  0.6	 	 0.60	?	   0.1	 	      28	 	      34.0	?	-	 	   9.0 	BE-3A4	 1	U
BE-3A5	BE3                 	HERC	-	  0.6	 	 0.60	?	   0.1	 	      28	 	      34.0	?	-	 	   9.0 	BE-3A5	 1	U
BE-3A9	BE3                 	HERC	-	  0.6	 	 0.60	?	   0.1	 	      28	 	      34.0	?	-	 	   9.0 	BE-3A9	 1	U
JTSPACE S1	JTSPACE	JTSPACE	-	  5.0	?	 0.60	?	   0.6	?	-	 	-	 	-	 	-	JTSPACE M1	 1	R
JTSPACE S2	JTSPACE	JTSPACE	-	  5.0	?	 0.60	?	   0.6	?	-	 	-	 	-	 	-	JTSPACE M2	 1	R
M-6	HJ                  	ABL	M6 Honest John	  4.9	 	 0.58	 	   1.9	 	     954	 	     365.0	 	-	 	   5.0 	M-6	 1	B
Taurus	HJ                  	ABL/WFF	-	  4.3	 	 0.58	 	   1.4	 	-	 	     457.0	 	-	 	   3.5 	Taurus	 1	B
X-7A-1 Booster	HJ                  	LVN/ABL	-	  6.0	 	 0.58	?	   1.9	?	    1474	 	     467.0	 	-	 	   4.0 	X-202C3	 1	B
Taurion	HJ                  	WFF	-	  4.3	 	 0.58	 	   1.4	 	-	 	      13.0	?	-	 	  32.0 	M112	 1	R
Red Kite	RedKite	BAYCH	-	  3.3	 	 0.56	 	   1.4	 	     265	 	     226.0	 	-	 	  13.0 	Red Kite	 1	R
Oriole	Oriole              	DTI	-	  3.9	 	 0.56	 	   1.0	 	     198	 	      92.1	 	-	 	-	GEM 22	 1	R
AJ60-91	AJ60                	AJGC	Aerobee 350 St2	  9.1	 	 0.56	 	   3.0	 	    1050	 	      72.0	 	-	 	  52.7 	AJ11-6	 4	R
Sonda 3-1	Sonda3              	IAE	-	  3.3	 	 0.56	 	   1.2	 	     341	 	     102.0	 	-	 	  20.0 	S-30	 1	R
S31	Sonda3              	IAE	-	  3.2	 	 0.56	 	   0.9	 	     284	 	     136.0	 	-	 	  11.0 	S-31	 1	R
Lance Missile	Lance               	LTVM	-	  6.2	 	 0.56	 	-	 	-	 	      20.0	 	-	 	 114.0 	P8E-9	 1	M
SEPR-732	Stromboli           	SUD	-	  2.5	?	 0.56	 	   1.5	?	-	 	     200.0	 	-	 	-	SEPR-732	 1	R
RH-560S	Stromboli           	VSSC	-	  4.1	 	 0.56	 	   1.3	 	     262	 	     119.0	 	-	 	  19.0 	RH-560S	 1	R
RH-560	Stromboli           	VSSC	-	  3.9	 	 0.56	 	   0.9	 	     277	 	      76.0	 	-	 	  19.0 	RH-560	 1	R
RH-560 Mk III	Stromboli           	VSSC	-	  3.7	 	 0.56	 	   0.9	 	     277	 	      76.0	 	-	 	  19.0 	RH-560	 1	R
RH-ATV	Stromboli           	VSSC	-	  3.7	 	 0.56	 	   0.9	 	     277	 	      76.0	 	-	 	  19.0 	RH-560	 1	R
Stromboli	Stromboli           	ONERA	-	  3.0	 	 0.56	 	   0.9	 	     246	 	      75.0	 	-	 	  16.0 	Stromboli	 1	R
